0	4.081	9.452
1	3.339	19.310
2	2.933	26.394
3	2.577	33.414
4	2.288	39.516
5	2.068	44.208
6	1.872	48.588
7	1.709	52.082
8	1.576	55.644
9	1.449	58.800
10	1.353	61.090
11	1.261	63.482
12	1.189	65.384
13	1.131	66.716
14	1.059	68.772
15	1.010	69.944
16	0.968	71.082
17	0.926	72.178
18	0.878	73.666
19	0.854	74.216
20	0.819	75.098
21	0.794	75.596
22	0.771	76.628
23	0.750	76.826
24	0.727	77.822
25	0.694	78.698
26	0.684	78.848
27	0.682	78.920
28	0.647	79.998
29	0.643	79.804
30	0.626	80.326
31	0.630	80.466
32	0.621	80.608
33	0.601	81.212
34	0.580	81.934
35	0.578	81.938
36	0.581	81.838
37	0.556	82.474
38	0.569	82.166
39	0.548	82.888
40	0.536	83.246
41	0.519	83.840
42	0.512	83.974
43	0.509	83.912
44	0.515	83.676
45	0.503	84.026
46	0.494	84.404
47	0.497	84.274
48	0.504	84.056
49	0.471	85.248
50	0.463	85.324
51	0.452	85.698
52	0.466	85.230
53	0.461	85.440
54	0.467	85.306
55	0.442	86.030
56	0.433	86.452
57	0.417	86.634
58	0.423	86.400
59	0.444	86.028
60	0.425	86.604
61	0.402	87.342
62	0.413	86.782
63	0.414	86.896
64	0.406	87.222
65	0.412	86.744
66	0.398	87.448
67	0.392	87.544
68	0.393	87.516
69	0.400	87.390
70	0.161	95.310
71	0.078	98.142
72	0.059	98.680
73	0.049	98.970
74	0.042	99.146
75	0.037	99.298
76	0.032	99.438
77	0.030	99.494
78	0.026	99.600
79	0.026	99.574
80	0.023	99.672
81	0.022	99.686
82	0.020	99.724
83	0.019	99.764
84	0.018	99.812
85	0.017	99.820
86	0.017	99.812
87	0.017	99.782
88	0.016	99.828
89	0.015	99.830
90	0.015	99.866
91	0.014	99.888
92	0.013	99.878
93	0.013	99.908
94	0.013	99.888
95	0.012	99.898
96	0.013	99.884
97	0.012	99.906
98	0.012	99.910
99	0.012	99.910
100	0.012	99.912
101	0.012	99.910
102	0.011	99.930
103	0.012	99.914
104	0.011	99.952
105	0.011	99.928
106	0.010	99.954
107	0.010	99.956
108	0.010	99.940
109	0.010	99.944
110	0.010	99.936
111	0.010	99.944
112	0.010	99.936
113	0.010	99.946
114	0.010	99.930
115	0.010	99.946
116	0.010	99.952
117	0.010	99.938
118	0.010	99.952
119	0.010	99.950
120	0.009	99.960
121	0.010	99.950
122	0.010	99.944
123	0.009	99.946
124	0.009	99.952
125	0.009	99.954
126	0.009	99.950
127	0.009	99.968
128	0.009	99.958
129	0.009	99.952
130	0.009	99.954
131	0.009	99.948
132	0.009	99.962
133	0.009	99.944
134	0.009	99.946
135	0.009	99.960
136	0.009	99.950
137	0.009	99.956
138	0.008	99.968
139	0.009	99.950
140	0.008	99.972
141	0.008	99.976
142	0.008	99.972
143	0.008	99.968
144	0.008	99.954
145	0.008	99.978
146	0.008	99.964
147	0.008	99.970
148	0.008	99.958
149	0.008	99.968
