0	4.004	9.336
1	3.291	20.342
2	2.891	27.918
3	2.552	34.166
4	2.250	40.462
5	2.021	45.492
6	1.821	49.992
7	1.661	53.498
8	1.528	56.860
9	1.420	59.360
10	1.322	61.840
11	1.229	64.124
12	1.164	65.894
13	1.099	67.708
14	1.044	69.186
15	0.984	70.626
16	0.952	71.528
17	0.900	72.804
18	0.873	73.614
19	0.831	74.672
20	0.805	75.280
21	0.779	76.230
22	0.750	76.856
23	0.725	77.656
24	0.708	78.258
25	0.704	78.252
26	0.672	79.316
27	0.660	79.582
28	0.628	80.476
29	0.631	80.322
30	0.345	89.828
31	0.230	93.626
32	0.189	94.858
33	0.167	95.448
34	0.147	96.052
35	0.134	96.524
36	0.117	97.080
37	0.106	97.410
38	0.098	97.642
39	0.087	98.022
40	0.079	98.228
41	0.072	98.554
42	0.066	98.644
43	0.063	98.822
44	0.058	98.888
45	0.052	99.042
46	0.049	99.170
47	0.045	99.270
48	0.042	99.350
49	0.039	99.370
50	0.039	99.402
51	0.036	99.474
52	0.034	99.502
53	0.031	99.608
54	0.029	99.638
55	0.029	99.624
56	0.028	99.638
57	0.026	99.712
58	0.025	99.684
59	0.024	99.726
60	0.022	99.780
61	0.020	99.824
62	0.020	99.850
63	0.019	99.844
64	0.019	99.838
65	0.019	99.848
66	0.019	99.838
67	0.019	99.846
68	0.019	99.866
69	0.018	99.832
70	0.019	99.852
71	0.018	99.876
72	0.018	99.864
73	0.018	99.878
74	0.018	99.880
75	0.018	99.892
76	0.018	99.870
77	0.018	99.878
78	0.018	99.876
79	0.017	99.878
80	0.017	99.886
81	0.017	99.896
82	0.017	99.866
83	0.017	99.866
84	0.017	99.902
85	0.017	99.884
86	0.017	99.896
87	0.017	99.878
88	0.017	99.884
89	0.017	99.910
90	0.016	99.882
91	0.017	99.890
92	0.016	99.908
93	0.016	99.904
94	0.016	99.902
95	0.016	99.910
96	0.016	99.894
97	0.016	99.916
98	0.016	99.872
99	0.016	99.896
100	0.016	99.904
101	0.017	99.904
102	0.017	99.886
103	0.016	99.910
104	0.017	99.880
105	0.017	99.876
106	0.016	99.906
107	0.017	99.896
108	0.016	99.920
109	0.016	99.900
110	0.016	99.890
111	0.017	99.872
112	0.016	99.906
113	0.016	99.894
114	0.016	99.902
115	0.016	99.900
116	0.016	99.880
117	0.016	99.912
118	0.016	99.890
119	0.016	99.908
120	0.016	99.900
121	0.016	99.882
122	0.016	99.888
123	0.016	99.890
124	0.016	99.898
125	0.016	99.904
126	0.016	99.926
127	0.016	99.880
128	0.016	99.894
129	0.016	99.890
130	0.016	99.924
131	0.016	99.900
132	0.016	99.906
133	0.016	99.898
134	0.016	99.894
135	0.016	99.910
136	0.016	99.900
137	0.016	99.908
138	0.016	99.912
139	0.016	99.888
140	0.016	99.886
141	0.016	99.896
142	0.016	99.918
143	0.016	99.920
144	0.016	99.908
145	0.016	99.920
146	0.016	99.904
147	0.017	99.880
148	0.017	99.880
149	0.016	99.902
